no_of_parent_edges	no_of_children_edges	Exp_parent_mean	CIG_distance_parent_mean	Exp_parent_median	Exp_child_mean	Exp_child_CV	EXP	CIG_distance	label
208.0	6.0	0.0	1.4543163858794026	2.8464433224180268	0.4463340044915938	9.056942589832143	5.336395374929055	-2.507335768432464	0
66.0	41.0	3.0260011236850275	0.7853930533464888	3.2670873165660668	3.281141520491284	0.3579326552444635	5.5611173588890015	0.0598211525966349	0
225.0	884.0	0.0	1.8375862898773976	1.9599340366237783	0.0	0.0	1.9728876701464264	3.0687686572857107	0
68.0	592.0	0.0	1.6586675825947998	0.1562181820574876	0.0	0.0	0.0	1.4145171614617331	0
21.0	415.0	0.4366410042379359	2.6446071709258554	0.7779070144910142	0.0	0.0	-4.681381056048746	4.716677089727831	0
11.0	15.0	1.596309645224144	-1.5019182084320593	2.2445710051077947	1.859514000533988	1.0128779183596417	2.3936316264356763	-2.229559978863299	0
127.0	211.0	0.0	2.061092535693849	1.9812169994480835	0.0	0.0	3.163457949552166	2.135152717899702	0
76.0	1954.0	0.0	2.411951671479793	1.9012624080556824	0.0	0.0	0.4560072501696789	1.3174985370225465	0
57.0	96.0	0.0	-1.012931841283851	2.324397419294208	1.9156789439621391	1.3931438421636393	0.4601425452517709	-4.272827313131424	0
39.0	2125.0	0.0	1.9773020804317007	-0.2241522537021891	0.0	0.0	-6.512335898421165	1.0982734488154242	0
120.0	871.0	0.0	1.6758401700933263	2.7935101069157744	0.0	0.0	3.240035370944061	-0.3080634202814999	0
159.0	9257.0	0.0	1.4200298594262062	3.5214721709852057	0.0	0.0	8.335728968489738	1.8139904823923287	0
5.0	275.0	-3.2294142776046284	1.4758707675117029	-6.174661358135561	0.0	0.0	-8.958924818226176	-0.8377147352632118	0
64.0	746.0	-0.2751972625099568	1.9320214159367863	0.1568361202868138	0.0	0.0	-2.994950001613057	2.5910991454692325	0
125.0	978.0	0.0	2.0951038943312392	0.3710694893959548	0.0	0.0	-0.8211226040957451	2.786170186843761	0
105.0	2015.0	0.0	1.7208167010300728	-2.232450335386192	0.0	0.0	-6.011441353013043	1.7829316857408166	0
144.0	75.0	0.0	0.9712451252640324	2.6906696730012207	0.0	0.0	3.188521509915394	1.6960187438094358	0
95.0	1.0	1.901260307527972	1.9811881053620792	2.796550641084468	2.524418628649792	0.0	6.509125961996345	0.1058445209621934	0
81.0	33.0	2.107610428343289	-1.218236865481353	2.495150843231829	1.7742925626888455	1.7867255938497053	1.7591982786923936	-4.985711518325152	0
22.0	0.0	0.0	1.5047219418911026	4.279990800222674	0.0	0.0	-6.185753363957518	-0.3834065362270163	0
19.0	5.0	0.0	2.1356495267762066	-0.156422967366064	0.0	0.0	0.0	-0.258054620338	0
18.0	1.0	0.0	1.3784458637164214	0.7562749354979509	-7.5689850816147715	0.0	-2.2150282093593097	6.520571985432936	0
9.0	0.0	0.0	2.02928651665787	2.422945672698428	0.0	0.0	-9.413862333533505	0.9937568319414842	0
169.0	1982.0	0.0	0.8529050546474783	3.455333041300965	0.0	0.0	5.383577799590894	-1.7781539771750905	0
58.0	72.0	0.0	1.6565589480266254	1.7673254060497898	0.0	0.0	-2.6946434438301177	1.5233951687939076	0
181.0	6014.0	2.666750069683762	1.250923721216118	3.1817198547354444	0.0	0.0	3.5359776475576803	-1.121569057705151	0
55.0	51.0	0.0	2.101443811446285	0.7370102914298466	0.0	0.0	-2.5815663390399908	2.311952823226785	0
191.0	3317.0	0.0	1.221489069426868	3.284998663013209	0.0	0.0	6.137769314339915	-1.697785451508517	0
58.0	504.0	0.0	1.253725508502883	1.661724187387391	0.0	0.0	-0.1503284962865713	-0.3298708810505396	0
116.0	2988.0	0.0	0.9901091932675898	2.9756137766053445	0.0	0.0	1.5762522569200532	4.55127670674621	0
84.0	0.0	0.0	2.7084317775210485	0.7701600435550279	0.0	0.0	-2.8211182977927813	2.214328050954851	0
66.0	16.0	0.0	0.9160258428280964	2.4340510591661766	2.0994680440518745	0.9200363361376592	1.783165641921812	-2.542313883616289	0
123.0	303.0	0.0	2.478997719628752	0.7779070144910142	0.0	0.0	0.0	3.433323862868943	0
43.0	143.0	0.0	-0.2389331709781888	2.299897271020957	2.236084406677708	0.9946846537787836	2.495150843231829	-2.662879147571328	0
151.0	1928.0	0.0	2.3077775233174465	0.371105499576973	0.0	0.0	0.4586180862611245	8.161099617650706	0
152.0	2150.0	0.0	1.7283976368412608	1.7641057919175445	0.0	0.0	-1.2288414115686357	5.618916096042737	0
164.0	36.0	0.0	1.903759275193896	1.6826359857002928	0.8066544407130457	3.584583395024238	1.1896771311968626	4.016317141069267	0
104.0	1299.0	0.2289380786339226	1.5310736862577423	1.0772480151275068	0.0	0.0	1.8222283891227484	0.9975895432921648	0
75.0	39.0	0.3484288182926354	2.534971088811454	0.3710694893959548	1.2958496883626045	2.8122861185820787	-2.7319197536231576	2.1003424732123506	0
68.0	0.0	0.0	1.8844434496242348	1.7461526495306967	0.0	0.0	4.586905491418889	-3.7779634795318153	0
169.0	1391.0	0.0	1.613669543059168	2.796550641084468	0.0	0.0	1.8312680674555992	2.19905757228899	0
20.0	6.0	0.0	0.8129470445553182	-4.436683143034613	0.0	0.0	-4.323574628027557	-0.7144309767896333	0
45.0	261.0	2.5827844323157967	1.0067429884436168	2.850371065199157	3.9859471238201056	0.6798024055975856	1.744788521032251	-1.0316948871203082	0
129.0	4801.0	0.0	1.561339593500931	2.2451055792646195	0.0	0.0	0.0139548793770537	-1.9387197802572864	0
82.0	1872.0	0.0	1.9740469200573336	-1.8278136808320573	0.0	0.0	-3.2275087284956063	0.963725859553434	0
264.0	1135.0	0.0	1.8644585911938305	2.0908453507938733	0.0	0.0	1.9258220464990523	2.540317824382572	0
132.0	39.0	0.0	0.854416803624207	3.4029201445773483	4.470726369955067	0.3416129372926195	6.959529787602224	-2.4376890226360564	0
147.0	878.0	0.0	1.4978191894802189	1.9045179312379752	0.0	0.0	4.415922512325476	0.0377014761400663	0
16.0	0.0	0.0	2.090390086270181	-0.3543899611514599	0.0	0.0	-3.6864258255357214	0.2689580204693343	0
168.0	0.0	0.0	1.7989798307232268	3.027939488116542	0.0	0.0	3.0838656236304742	2.842577546409726	0
57.0	2.0	0.0	1.6381043627880616	1.675745549958752	4.585712395443943	1.6568415202017213	4.360151698332562	-1.0971026576303573	0
96.0	72.0	2.619681624143652	-1.1046831577390028	2.694015177652857	1.895270682507045	1.1722655939717674	0.4629782527848845	-2.691813829920238	0
89.0	574.0	0.0	1.4351326745519586	2.4792752479209463	0.0	0.0	3.390361273676169	2.218584180586032	0
203.0	3263.0	0.0	0.8771476135207411	2.76319368896971	0.0	0.0	4.318030893886978	-1.1956650184093005	0
164.0	72.0	3.249690734659504	0.8556380232094323	3.80622201152759	0.0	0.0	4.96688301886866	-0.3278827918937151	0
70.0	88.0	3.165997473979844	0.4455209060693296	2.9693425503799777	2.859551373597025	0.5339795399772367	2.126021984066864	-3.037889778856537	0
33.0	715.0	0.0	2.173955968727106	-0.1091911033305069	0.0	0.0	-3.578375733303787	-0.8969259251882233	0
72.0	148.0	0.0	2.002257577378985	-3.898956815509136	0.0	0.0	-5.218468916243755	2.568603271725536	0
47.0	1.0	0.0	1.379542345209503	3.699806952302149	7.659256920254106	0.0	1.9576279302265087	-2.9287090552291213	0
229.0	5963.0	0.0	1.4859592467382676	2.0741508964709245	0.0	0.0	2.412270391723672	1.266327857015798	0
78.0	86.0	0.0	0.0340121582243595	3.041864248312554	0.0	0.0	3.210244293070537	-3.0791880064548343	0
93.0	1450.0	0.0	1.5528229642490026	1.7558774052822912	0.0	0.0	-5.035329685807708	2.1057019982449083	0
153.0	374.0	0.0	2.201664697151024	1.88050875901906	0.0	0.0	5.256085924201649	4.101938730159633	0
101.0	1456.0	0.0	2.520841910057385	-0.9237524772543332	0.0	0.0	-4.671849483891672	2.324723981791898	0
104.0	122.0	3.194746674960201	-0.6197490867315837	3.1090159782175872	2.9167482561816347	0.5500767291576567	2.3553332634782382	-2.4682585191136384	0
11.0	0.0	-0.1909155862035446	2.4630736899882453	0.3652096744628651	0.0	0.0	-5.6922296245608575	1.132576232971927	0
73.0	32.0	2.500903147066154	1.0033543525647113	3.5214721709852057	3.946016150497344	0.3369637123546005	3.751938922901336	-2.02140083965218	0
196.0	1.0	0.0	1.3240250204978434	2.9835188131875965	3.269164601462028	0.0	2.711997364912913	2.231699225468766	0
277.0	1678.0	0.0	1.4093143150451668	2.276207398991128	0.0	0.0	1.844602474245364	4.31064159752046	0
82.0	1307.0	0.0	2.06315915419638	-0.4017556801331891	0.0	0.0	0.0	1.945527426251879	0
4.0	0.0	-1.5032679374094513	2.6046356684742853	-2.606947065000922	0.0	0.0	-7.96285310861357	2.08830943421512	0
77.0	0.0	0.0	0.3171359978233571	1.4399846307622706	0.0	0.0	3.674289804681755	-3.817986386550447	0
17.0	0.0	0.0	2.1689967538803043	-0.6666998037387343	0.0	0.0	-10.200553908245272	-1.650650694570826	0
92.0	0.0	0.0	1.5341002110577135	2.1515628926873696	0.0	0.0	2.153155961083239	3.133610532782088	0
24.0	6.0	0.0	0.3449446366338051	2.799844391779557	1.6833239667366977	0.5523077247046049	2.387965630452963	-5.675078539402714	0
64.0	165.0	0.0	2.666678961220552	-0.8972913890409048	0.0	0.0	-0.3158545611668708	8.047281852193564	0
2.0	130.0	0.0	0.0	0.0	0.0	0.0	-7.271951870479926	-0.99401893879768	0
216.0	2376.0	0.0	1.5836672361457858	2.084587172978525	0.0	0.0	3.4237006672281227	5.29377998016029	0
82.0	20.0	0.0	1.1042899964952966	3.188521509915394	4.205561477065011	0.2270623000980512	2.919204707540312	-3.0127477611332734	0
24.0	110.0	0.1638419092613644	1.5078381302903243	1.2412985027675885	0.0	0.0	-3.500737214215089	4.942025524861668	0
175.0	130.0	2.6235480844915124	-0.1265834716450837	3.05351183980123	2.852595855607188	0.7761164519702562	4.8296087035694	-2.04433442502085	0
19.0	232.0	-1.432199527475079	1.4512389474098129	-1.4318086725088568	0.0	0.0	-8.60408282570636	0.768403568307594	0
17.0	189.0	-1.2211515135646072	1.496350931483093	-0.6954556326213088	0.0	0.0	-4.941281947714665	-1.0203807870455246	0
147.0	2.0	2.356576620877269	1.4898131146015623	2.545086191358325	2.543915515012998	0.3327278782199399	2.003452395222688	2.268640336074017	0
145.0	5.0	0.0	1.4176690931386446	3.027939488116542	3.389329116589172	0.1823439854177861	2.7759351122963807	-0.3323210639478963	0
57.0	0.0	0.0	1.5149950384337083	2.878431936580948	0.0	0.0	4.613947238406105	-2.6683148086789013	0
216.0	2305.0	0.0	1.3587708912966134	2.481887743795447	0.0	0.0	3.2621827726726025	1.305523256761544	0
144.0	595.0	3.223711186690731	-0.7618833507675532	3.143365186314289	0.0	0.0	3.1749181995554947	-4.23277282289386	0
11.0	1.0	0.0	1.4360559189126016	-0.4017713364158785	3.739912883922416	0.0	1.5125737459753754	-4.8151467888497255	0
197.0	502.0	0.0	-0.583906210918476	2.649213246002179	3.1734837650999577	0.6721964015523147	2.6941883110924403	-1.4360619423447565	0
89.0	0.0	1.2745980930321097	1.908485797248804	2.1872406859535385	0.0	0.0	-2.301664889479478	-0.9863900757425764	0
105.0	4027.0	2.790567415408121	1.6211365155616042	3.2733925312052663	0.0	0.0	6.058548568832409	4.82544397274877	0
105.0	76.0	0.0	-0.6714840044636591	2.937757416936717	0.0	0.0	2.715622713865389	-3.804932251906048	0
81.0	3.0	2.544266072795613	1.0413559351633277	3.112493122865087	2.6759626243984846	0.2614123751252347	4.518691452188568	0.6713171296870137	0
154.0	786.0	0.0	1.570155883148441	2.374817663083439	0.0	0.0	2.7452504791013386	-0.6763277084138164	0
24.0	79.0	0.0	2.3503695442817163	3.475617108061756	0.0	0.0	-2.0057048118732768	2.162127468048723	0
281.0	3301.0	0.0	1.1403078508490518	2.744042870603825	0.0	0.0	4.6615680917941065	0.2866519170390428	0
143.0	1375.0	0.0	1.8417709376491256	0.7779070144910142	0.0	0.0	-3.148805267001648	2.00474658271918	0
157.0	568.0	0.0	1.4701062856687133	2.084587172978525	0.0	0.0	0.8881053702764399	-2.003933334927632	0
145.0	237.0	0.0	1.9640413386451865	0.9498975846466852	0.0	0.0	-3.948631201711796	2.983429150774255	0
48.0	0.0	0.8492267704463313	2.0641976807722373	2.0189655859998155	0.0	0.0	-5.078784890728384	-2.426822204501701	0
62.0	56.0	3.189312915955478	-0.073621363897474	3.442540705529559	3.251135573916264	0.4326101393682328	1.1494722767489012	-2.532837110279473	0
130.0	86.0	0.0	-1.0498860421174163	2.4988123621771328	0.0	0.0	0.7570064101929352	-3.9809767780162817	0
148.0	673.0	0.0	2.0635018773046325	2.253624322665293	0.0	0.0	3.1331506688239363	0.8159256190026923	0
148.0	68.0	0.0	2.3092101141664774	1.133884887970058	3.474695839336718	1.2354084140498884	-2.8588267603404725	3.8580825728085335	0
93.0	155.0	0.0	3.1205049878414264	0.3501840232370579	0.0	0.0	-0.164718382753032	8.674433695352207	0
125.0	14.0	0.0	2.2224781944092045	1.500505156777734	0.0	0.0	0.1486272288713861	1.0349839525533002	0
43.0	1555.0	2.6508566653801164	1.3825325201620111	2.796550641084468	0.0	0.0	0.2234106111105524	1.4650423706164104	0
113.0	78.0	0.0	-0.4354345715792989	2.4605829177811507	0.0	0.0	2.667862796369724	-2.0576216846220463	0
194.0	0.0	0.0	1.5371141839706457	1.7835084550774996	0.0	0.0	4.294228409048989	1.8466938224906049	0
122.0	128.0	0.0	0.3801853109132543	3.44139236476364	3.946513191986991	0.5047428662902541	3.815425797859012	-1.2092338940173106	0
133.0	2.0	0.0	1.34969959609377	3.320557202375568	-2.5701261393797945	-0.981307953810315	5.114157432057271	-1.21742264412195	0
158.0	971.0	0.0	0.8343682836148265	3.314595245986964	0.0	0.0	2.7775453241686394	-1.7054881328310252	0
328.0	0.0	0.0	1.288353730439736	2.7530144755380106	0.0	0.0	5.400410747483744	1.3683908060356285	0
65.0	7.0	1.199590510322274	-2.4738764797815813	2.330878616474632	2.876752163489648	0.3846536053491275	-7.1540733934676455	-2.1341877329208296	0
222.0	1362.0	0.0	1.0709699654837117	3.018659595727629	0.0	0.0	5.553572903140296	0.6618480641554836	0
226.0	10800.0	0.0	0.9267723407564146	2.6941883110924403	0.0	0.0	4.001361513895335	3.7421458084490657	0
135.0	599.0	2.384371928925934	0.7176563655844812	2.689588698920973	0.0	0.0	3.108235497452547	-2.7436163013677435	0
88.0	323.0	0.0	1.6663200319308489	0.930754008994499	0.0	0.0	-3.970725923096836	-0.0852312276733089	0
211.0	2138.0	0.0	1.578519618314716	2.6941883110924403	0.0	0.0	1.9005398167981769	1.906854514541124	0
100.0	619.0	0.0	1.918902362315153	1.3109269778650443	0.0	0.0	-2.6886564680899228	-0.8868979825130243	0
57.0	49.0	0.0	0.1000761513716955	3.4918029418107386	4.0378826230301925	0.7036775484242834	2.82809948376752	-3.934709775477237	0
117.0	5.0	0.0	1.5627432402067325	3.191180968531285	0.6442024216480535	9.812811345738316	1.5313011555925309	3.229897042286771	0
85.0	13.0	0.0	2.177977952004113	0.7842600028614912	0.0	0.0	3.9596488509822407	0.0928389467100268	0
163.0	890.0	0.0	2.1499835150398163	-0.6470097043936632	0.0	0.0	0.1247742554484155	1.5258259221074355	0
45.0	403.0	0.0	2.1643223868349533	1.746316728756135	0.0	0.0	5.191635764057489	0.7213936411606868	0
134.0	121.0	0.0	-0.8644936738410252	2.354165705415066	2.090985269263155	0.9669332833309412	0.4085054385913335	-3.66471762165452	0
54.0	0.0	0.0	1.9036864695780509	2.610629325049024	0.0	0.0	-0.003287787890994	-1.811171220737754	0
73.0	20.0	2.233874656522746	1.5788390923467477	2.8837944045329555	3.5354553848065486	0.4868541822330007	5.011005367073843	-0.2453126949191684	0
122.0	0.0	0.0	1.5105344663359082	1.9683339728375664	0.0	0.0	0.6031055846080268	-0.4265702312375682	0
92.0	593.0	0.0	1.862399296896514	-1.1799721925713127	0.0	0.0	-3.3258956381815223	0.9548307643712114	0
20.0	2.0	0.0	-1.249508155919497	1.96679788242079	-1.6341908893276618	-0.2851210151435002	-0.921723781664727	-1.425077840769759	0
145.0	1093.0	0.0	2.104331442855328	0.8881053702764399	0.0	0.0	-2.128273610809012	4.013377587029018	0
80.0	8.0	3.0573472358006115	0.9008984744527506	4.075014166292262	0.0	0.0	7.247732102911556	-1.8005392882155042	0
57.0	38.0	0.0	0.3036437598082105	3.266034231179483	0.0	0.0	2.2648730205047123	-2.0789870087524083	0
247.0	106.0	0.0	-0.8939813312074356	2.956439582861539	3.350679216779944	0.4982180592418993	4.495009842656332	-1.8862058077300083	0
248.0	4654.0	0.0	2.267871580197802	0.1568361202868138	0.0	0.0	3.407507613354003	7.50660465289391	0
22.0	122.0	0.0	1.7943951722570082	-0.3543899611514599	0.0	0.0	-5.275667827577728	2.1304603694328343	0
181.0	2559.0	2.13738366238664	1.7344197884426225	2.335573405379696	0.0	0.0	2.2776723986825504	1.4376845117091048	0
109.0	111.0	2.4422080272000697	-1.6590635055151146	2.628754096125668	2.320227264051692	0.9239830809433696	2.918081730314951	-3.253474843787917	0
68.0	2575.0	0.0	2.005467487331059	2.309287240175312	0.0	0.0	-5.344035855323898	2.5124909713119767	0
128.0	126.0	0.0	-1.031620610539182	2.597149718680252	2.376922635597856	0.7639457925718042	2.2445710051077947	-3.248470451673965	0
