no_of_parent_edges	no_of_children_edges	Exp_parent_mean	CIG_distance_parent_mean	Exp_parent_median	Exp_child_mean	Exp_child_CV	EXP	CIG_distance	label
187.0	79.0	2.589295224280056	-0.1251360651183091	2.730916539678592	2.3588434691971725	0.9115795466576054	3.106369958873913	-1.7364109468412523	0
85.0	2519.0	0.0	1.5233030260294862	-0.6896274244145377	0.0	0.0	-0.1091911033305069	2.326918234948312	0
116.0	6.0	3.1065647649760724	1.2862652212682828	3.775159845320621	6.964516886241291	0.1578367431846203	8.39819386901561	0.8562747106962796	0
45.0	160.0	0.0	1.6850548961076663	2.299897271020957	0.0	0.0	-1.811323044232944	0.3855870367813981	0
55.0	58.0	0.7290023653529654	2.4242992077191605	1.4553594257787237	4.104615431099192	1.0331701428516038	-2.7155589173484382	-2.3793443813364923	0
142.0	2122.0	1.7779535771977366	1.621327245769727	2.0988003779032365	0.0	0.0	2.796550641084468	1.4324583049301698	0
118.0	0.0	0.0	1.531596876089624	1.5762522569200532	0.0	0.0	-2.193578380033643	4.236421545057455	0
80.0	2182.0	0.0	2.344208553898232	0.0851308100934033	0.0	0.0	-7.435998831273518	-0.4945729717046829	0
260.0	203.0	0.0	0.8142062668688573	2.905798879857625	0.0	0.0	6.19486872519254	-1.3528478440931069	0
132.0	3047.0	0.0	0.9300129277594512	2.776028984555452	0.0	0.0	3.4804395663876035	1.328380757314465	0
26.0	65.0	1.607831940698748	2.454266845108425	2.038208495997581	1.3130764539658513	2.804850547416244	-5.561667957894016	3.8299225996391386	0
47.0	73.0	0.0	1.8346471115994487	1.3824210979281746	0.0	0.0	0.7463035907142175	-2.0826372141369767	0
71.0	61.0	2.9360067892478474	-0.5662708566499217	3.1391412229237945	3.413668842526307	0.4950065633037283	2.2384632602196626	-4.167433440437605	0
68.0	37.0	0.0	0.7636755488325769	2.6405872595421265	0.0	0.0	2.666731633017961	-2.397984317757113	0
11.0	24.0	-1.159561817275342	2.5088171884523645	-1.0330392551184442	0.0	0.0	-6.194276385002426	-0.2938347831093125	0
20.0	187.0	0.0	2.1497507245346235	1.2557142800154206	0.0	0.0	-5.4668455867879695	1.2254582689786957	0
42.0	0.0	0.0	1.0996531519029316	1.9645948236119444	0.0	0.0	4.405517346375209	-2.818187107071534	0
156.0	729.0	0.0	1.4453981451182825	3.234062989440363	0.0	0.0	2.4052330045265657	1.4117760316226629	0
156.0	88.0	0.0	0.1219370448677504	2.7346048408143213	0.0	0.0	4.1698161181879225	-2.097822082827721	0
75.0	0.0	2.5841552340997387	0.9404803327986084	3.2621827726726025	0.0	0.0	3.4641832130835284	-0.8170503091036124	0
153.0	225.0	0.0	-0.2698023563372082	3.108235497452547	3.0669604012063942	0.4844048078058573	3.311811474772288	-2.643342088661032	0
170.0	117.0	1.921183353789332	-0.0582745471188514	2.2669591163931946	2.7112208305725103	0.7061384036082399	4.147522676518306	-1.2469927642406853	0
57.0	392.0	2.1767680388211086	2.209802972636775	2.796550641084468	0.0	0.0	0.2269796107182425	0.7655366430274617	0
74.0	42.0	3.459050270917918	0.5640904726963509	3.698776753440404	3.61810535678247	0.4706072907958243	4.642831026397405	-1.575038154907472	0
173.0	1.0	2.390074184010069	1.3635757827228496	2.823460853141812	3.3298458370344184	0.0	4.414842782569787	-1.4075990822081983	0
64.0	33.0	2.811433482536751	-0.1287811688371956	2.850371065199157	3.0000839782075337	0.4042395916841496	3.863112029949463	-3.06488855551225	0
149.0	1032.0	0.0	2.0330383893986244	-0.3018967921590344	0.0	0.0	-1.1799721925713127	0.1705757859533616	0
13.0	0.0	3.709142932559325	1.58177215303236	3.3173790172016395	0.0	0.0	3.548457510352088	-0.1658900278319968	0
117.0	63.0	0.0	-0.4184883801104406	2.5296186299319543	2.3083942460749367	0.6341656331916795	1.5309507282060943	-2.983066264649012	0
242.0	1655.0	0.0	1.8745450606559184	1.8959282505148207	0.0	0.0	4.466968510725362	2.2740391881885067	0
139.0	67.0	2.156386459294102	0.0837094204092657	2.544244577993589	2.61275141356568	0.6004822519914883	3.2781660472219336	-2.8907564759284043	0
187.5960681560685	1244.6898465369018	0.338967742658024	1.886707270911921	0.6040736235565853	1.5304205031209046	1.0478581411432553	5.23189387090602	5.114692274304106	1
158.60852319165065	44.68584520599175	2.034346872458711	2.1196819920080543	2.8926460738928537	4.009775092883237	0.2792892366955777	4.785181149963993	2.545312578967807	1
96.94479378575296	1869.9148733121208	0.0711768855134474	2.2697412917638338	2.951459766777141	0.1435270849677165	0.134291921656463	10.920670998746674	4.726366824072962	1
223.59768179088192	2784.3675450723467	1.9487195308354317	2.291103677432016	3.2554275399667314	2.2096892589579213	2.0432842759007595	5.563070029767604	4.762970775493593	1
217.37408338986623	2347.6699351876136	0.4208971170073336	2.0536743847091854	2.125309659248086	3.3778941643731617	1.288470656742593	2.623271999796007	5.211442809207958	1
147.76265649580895	3107.827706623721	2.1206170877704937	2.335306021368374	3.355804170132328	1.525995326655467	1.4519408238503797	5.856547029653728	5.502788436742665	1
161.48456896088413	1088.9297413670463	0.9577630875184112	2.328082065001305	2.2717227582889747	2.7851535536980245	1.4459066371398266	5.2503868820898365	8.996594059570944	1
218.39870303952327	2224.255039911125	1.250479800772271	1.6927758873138454	3.080539505892014	2.243669543926954	2.09420272732177	4.748449601015073	4.1216275833560445	1
185.02765372775315	1272.6402388450394	0.2568042808764249	1.7111785131980226	0.3328865740646461	1.1594570434951583	0.7938644966234548	3.091301351930852	4.415880353922155	1
126.76348213444716	778.4121726218509	0.8812598610826676	2.489127301918482	2.4552736111216857	2.2992392056724693	1.8860786786829844	3.8386477276269697	9.556389386263854	1
400.0	3040.0	0.5322680440669172	2.522801624157358	2.280783771764336	0.5598328418408427	0.5480648475578365	10.379306649821917	11.26307315924049	1
264.5802613461923	2969.2469904786285	1.5925069651443429	1.7644569841640314	2.947380423233463	1.7596553535773134	2.5072480999547766	5.635365587128913	5.631873206354137	1
134.69416231632977	2991.311003045481	1.7982427042781288	1.655453946868752	3.2144132857966103	0.953655458244188	1.5124425019206502	5.038395251243073	5.304856173700437	1
115.0258727653618	887.6902236720027	0.8722540293300818	2.57151563374334	1.978321709117145	2.784956928106032	1.3530423780206515	4.786069645758002	4.399731981562092	1
68.79890238917616	628.2058363346421	3.4132401671288	3.4444657246565056	3.9526764639945022	1.010248749704026	0.9634666409941508	6.641072536515542	4.467404974037427	1
294.20545118926503	6230.450255717101	0.2122304410844866	1.6515554222438098	1.7206057103765957	1.2121666228754686	0.7478774119065906	4.406439514083555	4.95624117355904	1
323.8976987321782	3000.2386852926547	0.6454164199973995	1.876896701017688	2.5669814951747973	0.7264268485277732	1.1520710448954998	7.50797036075368	8.053147531225903	1
174.9156316069842	1354.814498144205	0.0666624697605918	1.2144966490135225	-0.4048605353251704	0.0769439838398892	0.0299404120973412	-3.2766003942287814	2.362726193765724	1
134.63131415946435	699.3655941926049	1.6206715598176815	3.263797531552154	2.495346343974607	2.0930215937308976	1.904753584766026	6.987487378567426	7.393295654643248	1
39.37715022824081	433.0486310116132	4.125029287100099	4.332030792028236	4.090062018923326	3.726017920002843	0.8565501253028457	10.758128688989483	8.65893861818887	1
175.4605326417639	2843.013377621441	1.7360274724887943	1.942901750056101	2.8869027832771974	2.139681867857013	2.173412510041648	5.997956489714758	4.16211357147703	1
226.25988326197677	2201.477774138375	1.4839059794600866	1.713347722673996	3.15773088582083	2.217712044880189	2.060802262297636	4.939213777471879	3.505017289968432	1
167.00567077871747	6.422863779517675	1.005171755042343	2.0105238934876515	2.61199415796016	4.00653159786182	0.4248947585290794	6.668715597391637	2.4268534048594117	1
115.55501155364853	681.1685086625399	1.8868390634073675	3.3414803095707977	2.7107620619748185	1.856776168737914	1.7707934792258002	6.992025546987581	6.618565687748576	1
31.9971689165955	27.0254797506405	1.7156357949549217	2.648924549942114	1.934190401539832	2.740873548878674	0.7877346833870447	8.335870159117345	7.027388240613613	1
163.33991199785274	3084.009867996779	2.0021229259161726	2.375181491756161	2.943026787945242	2.455121603417485	1.582990538223878	4.538622142849085	3.876910229428015	1
219.3778749520529	3004.844170589669	2.7318246982600205	3.40041055646154	3.6017615862203174	3.1757723979180303	1.248477287032887	8.05005009897008	9.249784929823525	1
35.0	32.260541334318766	1.4547099729836277	2.8621688449357503	2.0216804979860754	0.4318846962028286	0.5737124611312346	4.468645043203696	4.307551007003089	1
38.69503567178207	140.23020090171207	5.461924713738762	4.439791920222007	5.984977509574914	2.111974889919765	2.372005591869453	9.21861064394522	5.037843548277835	1
158.6503227445203	1190.9363299102572	1.0668707364401817	2.743303733865349	1.6149414398112467	2.467040990909493	1.6436542033310908	9.722197075486212	7.859019255263422	1
246.71236979709383	2142.2180054597025	2.091212470528723	1.7668696079125985	3.358560228737037	2.150178241466943	1.9739040432208628	5.435526244551771	1.900778057937598	1
209.80486008982373	2806.7345577421665	3.296223119666664	2.235992834971037	4.001925363302587	3.559553773503304	0.9725517882007316	5.293346429840906	4.890797303912963	1
50.03276674406752	600.8814890214541	4.660071886416956	3.4223714614413034	4.969161757524997	0.4763945773398501	0.291880640773237	6.237490562760191	3.420945721203708	1
216.93276994791665	2993.2384742252607	2.702492857481752	2.9450951344459098	3.624404954902281	2.739261964769678	1.6842000915107869	7.328197449110798	8.63405138553622	1
182.41169219479485	2016.8103474069108	1.0733923328925514	2.2211327319656737	2.607377680400674	2.216565637698329	2.029956240969728	7.174986894376961	8.171525714751237	1
34.21468830759646	7.06780523163188	0.6012588999061077	2.4169821816102948	1.0872741677992968	0.7168035715461079	0.206011340695955	4.324452588390012	4.771344787860154	1
32.21671606526169	605.4857027782698	4.388184134629657	3.3580261023793745	4.864882356333983	0.4243176387203184	0.3611340486374571	5.715113463762302	3.321792038612731	1
113.98366509815143	2248.238842581724	2.007101760884858	2.59294537168418	3.122390736437293	2.13780186818538	1.9394782691896948	6.387470437951598	2.669394853154219	1
215.38197327425303	3160.039958457642	1.1249237691732306	2.699152581050867	2.153695373155752	2.89286719081168	1.37994921247168	6.015215891848399	8.578733401059985	1
157.404787586875	3031.7812162922264	1.850457880910397	2.140973364299529	2.743738054766174	2.513872231953568	1.5682957897142065	3.802996196327835	3.3064879525777706	1
219.09055639785785	2966.0152921140007	1.5712850764941626	1.4507530146224026	3.108171319207768	1.7398602245269328	2.621429281005471	4.1416887049071125	3.9313504731958	1
216.0459895750844	3227.3269436085534	1.7269325351674678	2.97077052744092	2.755661579614421	2.7501098353203317	1.4374654661534387	4.843169157324987	7.482759457114712	1
180.57366520762343	1181.0528558490223	0.7424881995116702	2.4834812292133046	1.4073616795418973	2.4597958329695464	1.6669090297908284	10.247446038292242	7.237624265490743	1
37.94858353712252	86.18421443477379	2.19079115155137	3.4717961494284397	3.216459672934645	3.593928033354392	1.2657042586919656	9.227349768214223	8.186422494101564	1
225.6879401952726	2813.6311627338164	1.736330839751947	2.2302645875796823	3.138087081119312	2.286289231268809	1.9869956741054724	5.344745001288894	4.389150176204892	1
180.0937489793176	1326.332731695661	0.0989688903868806	1.3739890932882313	-0.1880617029936302	0.4468390349816142	0.3059446208615581	-1.020760734858051	3.073467924594169	1
179.36758008464216	1334.2351579024237	0.0757387801808001	1.324361773581706	-0.2647345318832523	0.3419563795691456	0.2341328906118911	-1.625971360650368	2.875892535585535	1
107.4518884845274	2276.07425984286	2.1322260612829056	2.6275356121143183	3.193873084980162	2.127487026547978	1.927917351978916	6.272455770037244	1.9376136888821105	1
185.31729585618135	1269.4882509768497	0.2660699195082187	1.7309730301669863	0.3634685523276093	1.2012908865193086	0.8225075609961369	3.332697664947288	4.49468592741491	1
206.0691909401732	2269.558058245605	1.586077707475804	1.8596761850732852	3.248914203095153	2.2418280032800424	2.0648940665805915	5.8701636090629705	4.658250504719148	1
194.12392522727825	2373.6807393121003	0.5409079087901019	2.3212640305368755	2.021863623623755	3.5197342878599733	1.1212817271401403	2.675398573623758	4.7522434439559005	1
208.9656545719853	2208.711773309251	1.093000158809407	1.753716882647121	2.971436331885349	2.2547449922906595	2.104414081644148	4.9734164653679285	5.030322866853362	1
101.2312192557959	90.48617943156464	2.1901226522300377	1.981391722354896	3.307441767797837	4.6692279490198	0.7702057846386938	4.5301650398544	0.5457880437974452	1
190.28913075431376	3161.6280240324645	1.9681707987620516	2.3860089704672287	3.2581149387060546	2.161191653155084	1.9490018784474783	5.829189119222555	4.740964814541536	1
42.87843518424906	461.3506844060133	2.882399186080476	3.3831958558321946	2.048454728273838	2.603586610529887	0.5985216618293894	5.9993518723939365	6.619980322486031	1
176.64707523447763	3036.601299895788	1.6153419135447686	2.5709714940619524	2.397493154233274	2.9690266614974767	1.2498760540652565	6.178120639807016	6.984566445471054	1
200.64263978099163	2291.835478793824	1.9050763610257888	1.981751698190483	3.3936760782299404	2.23062978978731	2.03205220397898	6.710718104711029	4.789350425627649	1
54.99970250468893	321.2747488885911	3.825644979414169	3.565036766119663	4.05914285679418	4.194233445223652	0.834517334744327	8.237961281667948	5.7404621199657	1
215.1004987738825	2233.8113753474686	1.1525444785338392	1.6841448531412526	3.048153409740099	2.254560164884462	2.108216088305702	4.668413372011673	4.380330048169183	1
206.82743333394325	3021.051475741621	1.3077727721844143	2.799018083471569	2.158714577981031	3.1281839537665803	1.1512605395732751	8.6917554061471	10.936740401120584	1
199.0356459165073	3102.30394745921	1.8945069398135488	2.534654733488088	3.034129012366126	2.3832746403109546	1.7901554200522407	6.439469929701984	6.436544685981247	1
206.93396414141725	2357.763371506745	1.1663494463763842	2.170568010494451	2.620121266490921	3.063549335716359	1.4475940329029149	4.634009756944705	5.246234778285589	1
31.17716394476399	470.6185718252639	4.552530708245054	4.173415234569684	4.648407774443044	2.6894677264587425	0.618264315297345	9.751752162551446	6.778930838864124	1
42.33857092087917	626.8103872799105	3.942225807794536	3.247760791987376	4.564704352428598	0.647814803231653	0.5513510665356223	5.447996977094291	4.070573701556185	1
221.59424357910012	2941.87271431772	1.5784217168446255	1.3700461399838912	3.1166067606879184	1.7670057101737278	2.6312310898491558	4.009399166599255	3.862567366219853	1
220.4382573359196	2852.905004489155	1.9031182322721103	1.77282459864636	3.2716270908028333	1.818349233909976	2.499184521082396	4.818197794406789	4.5803348234645735	1
61.38480200115896	115.91962930313416	2.622923699160928	2.868309024876448	3.55100817444357	4.186271602441622	1.0400117497499068	5.960372765118552	4.2602336107624	1
212.28696878124973	2815.721812687498	3.237004507230848	2.2296300040464776	3.976428252527302	3.495396781356957	1.0132906990342303	5.082548961316744	4.795903897873988	1
66.778767597666	617.1068888122463	4.400159438962613	3.3568044777077035	4.7586112713486886	0.6918174231109079	0.4238673619738751	6.244384969401777	4.10861699798456	1
249.42236955269948	2134.365954885768	2.171681925406392	1.773961376224834	3.3851705613871474	2.14122986296877	1.9623898367669788	5.501288745467303	1.6882128072883966	1
35.0	33.77822658404311	1.5134261973127867	2.886976733246615	2.0797492383076834	0.4522025521934045	0.6007025519303515	4.542260233847756	4.323318523588409	1
203.41066405840772	5219.970761014809	0.3049915010916353	1.451028014635265	2.37811600813266	0.3852210272533863	0.1909804651873334	6.434425814690511	5.743872253913335	1
169.27025268552035	1981.55732011744	1.1149314892500763	2.05205468735659	3.177958953240404	1.0422488233294491	0.9530571551526854	8.52821058006544	3.1109834482041645	1
372.0	5862.0	0.0161666137771117	1.1222196383002838	1.5128487074184411	0.0366024505217983	0.0231698305874203	2.4037577512709163	2.9869574053183072	1
164.46925687559695	1188.3130399331326	0.980772523139208	2.6743411638153622	1.5598452356633208	2.465117967680132	1.6498265424087917	9.86160962729616	7.694087447034192	1
83.13044796246531	25.508337516988117	2.2574440460906864	2.3284611323979223	2.6262672400451774	3.462966748913054	0.856581908858054	8.866342908030205	7.656112054859787	1
188.4932988401728	2246.7735957715227	1.3632569165063262	1.9074077882378964	3.0758388324431194	2.2268659065689698	2.068606912645261	5.02854947130698	3.851709106390909	1
213.6140129839164	2841.0316186149435	2.9319526382460257	2.02978148800102	3.8222150937176766	3.1029163915942344	1.3840457183667212	4.851074812948794	4.657635777223256	1
154.33406265977086	2076.2840714345148	1.2341397377884389	2.379262321012044	2.6808047250102	2.2015223512138697	2.010896450371657	7.097979668484957	7.190011930733874	1
181.1974457714063	3278.3336384865074	1.9385550170331864	2.0705286139769914	2.9639201986696904	2.602343507123768	1.5716029274304633	2.578805425094313	3.025189633198967	1
36.838470847032106	126.29223322374318	4.38260110404509	4.288215328953892	5.189569851709046	2.508820381150067	2.074390882813791	9.45438506000166	6.46380512792409	1
318.1288674818515	5720.542468353706	0.0	1.1431185849881875	1.7949109364677795	0.0	0.0	3.7761808476387126	3.672302229327111	1
140.42253159252414	2720.885065754356	2.187092391182622	2.5869119423414118	2.9070873523524776	3.328933968162445	1.1089342717143724	8.598440656987565	4.651787117760553	1
174.0766647112514	2029.350987797084	1.01680993379413	2.269725896874664	2.582884435203542	2.228477904484341	2.0381678938367185	7.424913370859939	8.786050755963771	1
108.50519536168248	1189.5982908997955	2.190607408104592	2.869313913502215	3.0952771835547432	2.528470091403419	0.9838772667392656	7.00124928053159	6.53662832163652	1
30.659718310734867	473.30530877118434	4.571954224774774	4.156163035952588	4.670793312910968	2.6129071949507914	0.600664310610213	9.651278370570909	6.640049065560808	1
148.0045921135914	9.321333406401312	0.6655362562072229	1.914425541435396	2.6638552154480943	4.261173102680112	0.6719993355747393	7.301966897045213	1.6048825405316738	1
38.83689943378094	418.2159840906732	4.3160794546337895	4.44261118611878	4.386319366906172	3.7670328398433335	0.950528938616838	11.208441223998202	8.738250747283093	1
216.9544647159412	2333.906442682872	0.5078246443060707	2.0073596003194534	2.2387354309914294	3.238642389640199	1.3909999948558358	2.874295267434263	5.118816510801008	1
202.7384553157852	2342.729464881564	1.542669610588136	2.148813568549077	2.9449915912262785	2.7666342178287158	1.6410607005542095	5.671370973396536	5.133537197394177	1
135.24169013364724	11.414695723196404	0.4978283224764077	1.8736066413634795	2.687606383207572	4.396083402267373	0.8189965333934734	7.7097067705408975	1.2435054854462542	1
216.5604652914964	2320.983261561082	0.5894449292274929	1.9638725023260533	2.34523614595262	3.107892443303197	1.4872695431756495	3.1099926496470265	5.03184538551856	1
100.45726763588658	953.367526822169	0.6307849467705149	2.461667002032711	1.9357970275197929	2.89690228807736	1.3051533728157745	3.858125026344138	4.469569979056191	1
38.22586395204725	115.193088383622	3.417393137111307	4.023036984512377	4.440484183868754	2.9776039160157737	1.747543688814006	9.236550746061852	7.238478180437626	1
115.62143719661894	2668.8464893052246	2.1995090583576045	2.908364787297792	2.7258438341520232	2.7528550124810685	1.4237477010156523	8.9596846940383	4.932748985176592	1
165.17966964231505	3136.0649352361293	1.6283617587805268	2.3995220437712512	2.521353526832912	2.635947307500075	1.3909868846649267	3.4590162417252155	3.944987676712008	1
141.43065008543118	1280.8888596727693	1.4409147931594872	1.9366246881017888	2.0790546012401245	1.764010752594734	0.8689150355856944	0.2203501084182395	6.779409808994188	1
216.4815197296816	2711.314680946114	2.5005860138904272	2.4319578036929608	3.553990048224899	2.1188753690846163	2.1142613266233066	6.233054058046294	5.685987351785919	1
194.99832446832053	743.8862642953864	2.1439581100772758	2.8813922449652067	2.9291063864809392	2.422696337860664	1.5802965592035192	6.40741851274674	9.450746680699371	1
188.2018720321456	1238.097274944298	0.3583473813450155	1.928108689862767	0.6680376645279219	1.6179184938060212	1.1077668274723438	5.736788731642109	5.279518855773654	1
214.90778816992471	3011.716432949437	1.3009361167174216	2.658502978228153	2.220905942193903	3.0742238499651875	1.3662163488850725	8.23451711446412	10.25861654837069	1
221.69877447311424	2928.8511620051336	1.5855018818191766	1.4206587631604628	3.117549786329339	1.7220852493851824	2.6569445880473848	4.130857558100665	3.968380544785317	1
181.997971458384	2257.349496089061	1.9624131344565516	2.133342404607167	3.470781223905594	1.9468034410447244	1.7528385384469165	8.046204882681531	4.903386273122782	1
182.83354836403652	2061.8742241407767	0.9535417946747708	2.129797765587672	2.6293081174889994	2.236842026650906	2.060407865495944	6.695237300075486	7.95621506236596	1
229.87971282861523	2872.315979600613	1.3104097665271637	2.108258795690606	2.9027742972322623	2.439901658791221	1.874115362236384	4.906919286712916	3.639495992498894	1
102.5572245784699	107.7872194255544	2.934654325501177	1.9367453167877589	3.5551250655678834	4.486813814672704	0.6950682759552625	3.5382690713958125	1.4579904241971464	1
37.22399594200269	123.2080324639785	4.114391689010949	4.214528277998105	4.981415924612746	2.6390846992776797	1.983567456452406	9.393853841945344	6.679069209215726	1
305.72219705263086	2990.742496212891	1.6726122753008026	2.1779562344367	2.818535318643677	1.81818349393826	2.3261818134492027	7.247757802593126	7.380473249743955	1
189.88851105469232	1219.7426738165836	0.4123028876451677	2.043375778022521	0.8461221103400499	1.8615246034921855	1.2745606235214275	7.142483558019174	5.738418105576613	1
233.67243080485247	2944.034584829115	0.9386814546203666	1.9595200871596692	2.698309790399992	2.745774766430083	1.6409845696973286	4.347648251606646	2.7658916020651243	1
233.1178690206812	3022.0556848409333	1.334042536959242	2.858323855294211	2.153241910091485	3.1168317584102168	1.2696796544193214	9.002999460535289	11.113817171071837	1
31.896237485530023	42.47282628438352	2.21339846819762	2.845906254523665	2.4312973344567923	3.643684586630931	1.0772318542367267	10.022036926929108	8.060523775653504	1
36.69791311545941	77.15159472276241	2.1954627783885696	3.342460851660846	3.0542119586487586	3.604209839605457	1.226757896480923	9.391565712809577	8.16040649932102	1
274.837379284159	5606.865499344798	0.3819607765335796	1.4495825381975098	2.2690195129856554	0.864788422429661	0.5474223981185351	6.035700234539177	5.015675493222884	1
372.0	5862.0	0.7331993317538852	1.648111719800302	1.962073825210558	1.6600193852055938	1.05081401323503	4.503597948737037	4.425955569143116	1
242.31227147593933	2154.967008287663	1.960558025789736	1.7553550394038235	3.315354291254233	2.164707300049115	1.992599115197295	5.3287507847847335	2.245910193312385	1
122.02190204692374	2262.154980032697	2.1549817183510767	2.542821699921079	3.221606677582127	2.127045368705515	1.9291827062691325	6.194904800060104	1.8376620915341335	1
59.468518180116206	545.7436535719905	0.1745476441965849	1.4234876289299174	-2.109065870256201	0.231008132819797	0.2203107203403387	-3.6717571674236753	2.4785545736147983	1
199.06286244527465	3172.704144103621	1.8494071110890613	2.460821045331124	3.0936673103831644	2.1758229341519115	1.9031007121511232	5.018876155733677	5.043564139482796	1
115.67213916917687	1210.3117405384858	1.7027852756676023	3.252655778186811	2.0218776110815058	2.481244287167784	1.598065798995327	8.692507082537894	9.0771924415919	1
107.33358360550996	763.7416275960744	1.0786136020357162	2.5397190990534675	2.637184796993576	2.0829471233055163	1.772783073561739	3.7327738597003295	8.878691815798785	1
32.45465842685152	46.50586641614989	2.211312599522112	2.903654113171697	2.5037404975551127	3.639093788107392	1.0946212990258806	9.9487149543514	8.072139846556858	1
76.76795313922727	1230.101445811473	2.3490299153749814	3.633740104696056	2.5651688723052075	2.534302378316244	1.538058957418113	7.137219387642563	10.247292095849	1
185.66289229549048	3032.594270090893	2.8178352599402965	3.268714119743213	3.4369914000806965	3.0921179417986924	1.178215097055402	7.105290204847961	8.177781646180543	1
218.1655469290993	2708.3176570073906	2.5006723471281505	2.449211469392944	3.5603703144407968	2.0106223019120795	2.1895663219343486	6.130450118233068	5.734450619891366	1
121.43531702878477	1211.6189353125878	2.2322286569514542	2.415168593527748	3.6255014368091785	2.886189233800154	1.4062444585627265	2.5881966182032814	9.70465466041156	1
137.62552299840473	3264.666881923709	1.193354206925287	2.0726850165234296	2.3816204461638057	2.9112612444759582	1.2901372744925643	5.445950738638924	2.972974618678396	1
13.521343136160525	566.0983636946295	5.211882690867444	3.561689475182773	5.419320234388498	0.0115115968694866	0.009797447017045	6.208485716674844	1.938769595504754	1
42.13615811868234	3048.64323220567	2.129600948434049	2.106812500224096	3.269325741063353	0.4354979784642396	0.2089993360767254	5.984149786483168	6.5555912119998965	1
224.71834473416465	2890.310068404988	1.9009885774969824	2.072615022479817	3.2334575793882383	3.0596412629654197	1.3781693479472712	4.655350942382799	3.6158570973705655	1
91.18415733927434	653.5625853046647	2.682450576773434	3.395159766268784	3.3580895530602275	1.4155376506830053	1.349987620280518	6.809097052569384	5.497308485590721	1
66.29414045612482	85.40692499484067	2.0717728417458514	2.1451537927924327	2.63423571487423	3.130746289524845	0.4872220674771385	2.9211959900935707	1.544631139818848	1
31.89707723784224	27.926304859419847	1.7659351766162177	2.659393680951544	1.972417470914055	2.832233544542046	0.8139918003151754	8.51693262038096	7.129218771360163	1
105.47242340333418	1230.7121792213477	2.349404273890354	2.812017986555334	3.346508956899962	2.766838918764424	1.455687303852303	4.07306164834139	9.839459440046712	1
213.9157618625416	3344.4034215247248	1.1855633036660638	2.3989988904630586	2.425663265939926	2.49018688197063	1.627060530385823	2.566591436758124	5.003381379168683	1
157.63517343801556	3566.856108662664	0.1320214497261358	1.8815273334283624	1.9490010746216997	3.039248803421398	1.3766783575697554	6.814856329774735	3.5631582989329047	1
150.38159753739254	1327.043882665343	0.5954835093123791	1.8236260354359424	0.23315951683115	0.6326755491949314	0.3933797547147009	-0.7483837397411346	4.280912424420687	1
49.21908924954484	69.2848745905146	2.514807325861257	2.5046972306817787	2.772306687479876	4.054321915521653	0.9435099996809906	7.613827719042094	5.311375688130975	1
349.83584134264413	5803.800236450753	0.0	1.123839361713992	1.6229360284287295	0.0	0.0	2.940547347746638	3.249832448571776	1
102.90780593811614	1230.6576128923004	2.349370826612702	2.885435223534441	3.2766996760182896	2.746062807327854	1.4630468467886493	4.346830590324662	9.875897484098154	1
209.9126408933932	2879.224450723669	1.829340605266437	1.6683312186437782	3.184857784922116	2.6109555178856434	1.93430790752848	5.4902713035779565	4.127781032489231	1
196.6228934991866	2804.7069385490104	2.18088607827167	2.033169359713096	3.299343705835538	3.613538549942469	1.0983369656998925	7.165505190382481	4.463823514012795	1
176.4213147705425	3510.754130038285	1.1316619239479548	1.7862267353079078	2.656062478954717	2.8242480689954257	1.5612016366945325	4.4166909469613165	2.7951014564308463	1
108.57433370491168	820.7195456815319	0.6356127635256983	2.45985655934562	2.192463984293272	2.433539657082914	1.7678945121740184	3.724648781481169	7.734468020517227	1
123.82455925752949	40.27875720549003	1.1028713366584884	1.9039374861008056	2.919892519147386	4.5046341547205175	0.7985704529705467	6.51263129798955	0.9140682440906488	1
190.81524546078856	3145.626888798334	2.10328214336156	2.4494761898244213	3.331167518520338	2.106838382996971	1.97189748572248	5.705186647078901	5.028961097557445	1
96.8341794073383	3699.172556883331	1.1742527323218013	2.3937764902181358	2.4407817880102383	2.915340337017972	1.2996868404424964	8.079665660200309	7.46675156596098	1
77.07381190667567	1230.107953444823	2.349033904329769	3.624984293774372	2.573494394881773	2.5367801575260254	1.537181251186278	7.104569437973154	10.242946459358198	1
175.18806992586042	1125.2037145096306	0.7833122872543645	2.32651351654893	1.8538642512993453	2.646162821975842	1.5450493652150057	7.491946107494313	8.09489934472229	1
73.97169735583253	192.35142024104712	3.311924181835301	2.534363618586706	3.761708234225499	4.606063644492507	0.7754338712118464	4.641786327288179	2.0193820039569674	1
160.7626616205327	767.0791127931558	1.4639849731416712	2.627538415964786	2.692507698471544	2.377993071135735	1.7294999675013902	4.895507122075016	9.671950705475131	1
